Current_Customer,CompanyID,Founded_Year,Revenue_(in_000s_USD),Revenue_Range_(in_USD),Est_Marketing_Department_Budget_(in_000s_USD),Est_Finance_Department_Budget_(in_000s_USD),Est_IT_Department_Budget_(in_000s_USD),Est_HR_Department_Budget_(in_000s_USD),Employees,Employee_Range,Past_1_Year_Employee_Growth_Rate,Past_2_Year_Employee_Growth_Rate,SIC_Code_1,SIC_Code_2,SIC_Codes,NAICS_Code_1,NAICS_Code_2,NAICS_Codes,Primary_Industry,Primary_Sub-Industry,All_Industries,All_Sub-Industries,Industry_Hierarchical_Category,Secondary_Industry_Hierarchical_Category,Alexa_Rank,Ownership_Type,Business_Model,Certified_Active_Company,Certification_Date,Total_Funding_Amount_(in_000s_USD),Recent_Funding_Amount_(in_000s_USD),Recent_Funding_Round,Recent_Funding_Date,Recent_Investors,All_Investors,Company_City,Company_State,Company_Zip_Code,Company_Country,Number_of_Locations,Company_Is_Acquired
Y,9355321,1996,73909,$50 mil. - $100 mil.,9682,739,2586,942,500,Employees.500to999,0,0,7379,7375,73;737;7374;7379;7375,518210,51821,51;518;5182;51821;518210,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,2113974,Private,B2B,Yes,12-Jun-23,0,0,,,,,St. Louis,Missouri,63141,United States,2,
Y,353633016,2007,55385,$50 mil. - $100 mil.,4486,830,2049,276,124,Employees.100to249,-1.6,-1.6,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,2655671,Private,B2B,Yes,22-Sep-23,15000,15000,Debt,9-Jan-13,Square 1 Bank,Square 1 Bank,Chicago,Illinois,60606,United States,21,
Y,345103690,1986,45043,$25 mil. - $50 mil.,5900,450,1666,704,348,Employees.250to499,0,0,7372,7371,73;737;7371;7372,541511,513210,51;513;5132;51321;513210;54;541;5415;54151;541511;516;5162;51621,Software,Healthcare Software,Software,Healthcare Software,software,software.health,17945990,Private,B2B,Yes,11-Jul-23,2000,2000,Debt,6-Apr-20,PPP,PPP,Newark,Delaware,19713,United States,13,
Y,37491293,2004,429740,$250 mil. - $500 mil.,21487,4297,12462,1161,673,Employees.500to999,259.9,238.2,4922,492,49;492;4922,486210,48621,48;486;4862;48621;486210,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas",energy,energy.energy,12784964,Private,B2B,Yes,11-Jan-23,0,0,,,,,Houston,Texas,77046,United States,4,
Y,343741499,1951,82199,$50 mil. - $100 mil.,6658,1232,3041,480,225,Employees.100to249,3.2,3.2,7389,7379,48;481;4813;73;737;7379;738;7389;4812;7374;489;4899,518210,517911,51;517;5171;51712;517121;518;5182;51821;518210;51711;517112;5179;51791;517911,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services;Cable & Satellite;Telephony & Wireless",telecom,telecom.internet,408812,Private,B2B,Yes,26-Sep-23,0,0,,,,,New Braunfels,Texas,78132,United States,20,
Y,118718550,2001,40988,$25 mil. - $50 mil.,5369,409,1434,431,200,Employees.100to249,3.6,3.6,7379,7374,73;737;7374;7373;7379,541519,541512,51;518;5182;51821;518210;54;541;5415;54151;541519;541512,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,2414994,Private,B2B,Yes,14-Sep-23,2000,2000,Debt,3-Apr-20,PPP,PPP,Grand Rapids,Michigan,49503,United States,31,Yes
Y,76170856,1995,2131000,$1 bil. - $5 bil.,172611,31965,78847,6898,4500,Employees.1000to4999,-1.4,0.1,4899,489,48;489;4899,517919,517810,51;517;5174;51741;517410;5178;51781;517810;5171;51711;517111;5179;51791;517919,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite,telecom,telecom.cable,877244,Private,B2B,Yes,22-Aug-23,3595000,2170000,Debt,23-Mar-20,,,Chester,New York,10918,United States,1,
Y,351173455,1959,408652,$250 mil. - $500 mil.,31874,3064,16754,1151,500,Employees.500to999,0.2,0.2,8748,6411,64;641;6411;87;874;8748,541618,524298,52;524;5242;52421;524210;52429;524298;54;541;5416;54161;541618,Insurance,,Insurance,,insurance,,2887229,Private,B2C,Yes,6-Apr-23,0,0,,,,,Camden,New Jersey,8102,United States,20,
Y,348475378,2010,41336,$25 mil. - $50 mil.,5415,413,1446,261,117,Employees.100to249,0.9,0,7389,7376,73;737;7374;738;7389;7371;7376,541519,541513,54;541;5415;54151;541511;51;518;5182;51821;518210;541513;541519,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,4092575,Private,B2B,Yes,7-Aug-23,22600,2000,Debt,13-Apr-20,PPP,PPP;Boathouse Capital;Azure Capital;MK Capital;Wintrust Ventures;G-Bar Ventures;Azure Capital Partners;MK Capital,Chicago,Illinois,60607,United States,8,Yes
Y,116244586,1947,69005,$50 mil. - $100 mil.,5589,1035,2553,1009,311,Employees.250to499,0,0,3569,356,35;356;3569,333999,333998,33;333;3339;33399;333998;333999,Manufacturing,,Manufacturing,"Plastic, Packaging & Containers",mfg,,,Private,B2B,Yes,12-May-23,25000,25000,Private Equity,30-Dec-12,,,Houston,Texas,77092,United States,5,
Y,41732466,2007,74700,$50 mil. - $100 mil.,5826,560,4033,864,350,Employees.250to499,0,0,6061,606,60;606;6061,522130,52213,52;522;5221;52213;522130,Finance,,Finance,Banking,finance,,148151,Private,B2B,Yes,13-Apr-23,0,0,,,,,Chadds Ford,Pennsylvania,19317,United States,17,
Y,92095275,1990,95362,$50 mil. - $100 mil.,4768,953,2765,964,516,Employees.500to999,-0.6,-5.3,1389,737,73;737;13;138;1389,213112,21311,51;518;5182;21;213;2131;21311;213112,Software,,"Software;Energy, Utilities & Waste",Oil & Gas Exploration & Services,software,,7340767,Private,B2B,Yes,25-Feb-22,0,0,,,,,Douglas,Douglas,IM1 2QG,Isle of Man,11,
Y,347788851,2010,30038,$25 mil. - $50 mil.,3934,300,1111,330,150,Employees.100to249,97.4,145.9,7389,7374,73;737;7373;7374;738;7389,541512,518210,51;518;5182;51821;518210;54;541;5415;54151;541512,Software,Storage & System Management Software,Software,Storage & System Management Software,software,software.storage,1885072,Private,B2B,Yes,24-May-23,135100,70000,Series E,22-Sep-21,Cisco Investments,Cisco Investments;Accel;Marker LLC;Redpoint;Marker LLC;Accel Partners;Bessemer Venture Partners;Redpoint Ventures;Cisco Investments;Accel;Redpoint,Redwood City,California,94065,United States,2,
Y,394588923,2017,30763,$25 mil. - $50 mil.,4029,307,1138,205,91,Employees.50to99,0,0,7999,799,79;799;7999,711219,71121,71;711;7112;71121;711219,Hospitality,Sports Teams & Leagues,Hospitality,Sports Teams & Leagues,hospitality,hospitality.sports,9268716,Private,B2B,Yes,8-Feb-21,23850,11500,Unspecified,2-Feb-21,Founders Fund,"SeventySix Capital;PPP;Founders Fund;Comcast;George Miller;Elevate Capital;Five Below, Inc.;SeventySix Capital",Philadelphia,Pennsylvania,19123,United States,3,
Y,25349406,1979,147935,$100 mil. - $250 mil.,11982,2219,5473,1190,700,Employees.500to999,0,0,8999,8071,80;807;8071;89;899;8999;73;738;7389,621511,541990,62;621;6215;62151;621511;54;541;5419;54199;541990,Business Services,Research & Development,Business Services;Healthcare Services,Research & Development;Medical Laboratories & Imaging Centers,bizservice,bizservice.r&d,559657,Private,B2B,Yes,24-Aug-23,0,0,,,,,Lenexa,Kansas,66215,United States,9,
Y,68420924,1995,73572,$50 mil. - $100 mil.,9637,735,2501,1296,588,Employees.500to999,0,0,8099,8093,64;641;6411;63;637;6371;80;806;8069;8063;809;8099;8093,622210,621999,62;621;6211;62111;621112;6213;62139;621399;621111;622;6222;62221;622210;6214;62149;621498;6219;62199;621999,Healthcare Services,Mental Health & Rehabilitation Facilities,Healthcare Services;Hospitals & Physicians Clinics,Mental Health & Rehabilitation Facilities;Medical Specialists;Physicians Clinics,healthservices,healthservices.rehab,1153834,Private,B2B,Yes,21-Sep-23,0,0,,,,,Leawood,Kansas,66206,United States,9,
Y,371935086,2015,25207,$25 mil. - $50 mil.,2041,378,932,328,149,Employees.100to249,28.4,34.2,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services;Telephony & Wireless",telecom,telecom.internet,6294066,Private,B2B,Yes,9-May-23,100000,75000,Corporate Investment,27-Aug-19,Digital Alpha Advisors,Digital Alpha Advisors,Culver City,California,90232,United States,1,
Y,357395597,2013,70138,$50 mil. - $100 mil.,9188,701,2595,985,345,Employees.250to499,-7.3,-9.9,7389,7379,73;737;7376;7374;7379;738;7389;7372,541513,518210,54;541;5415;54151;541513;51;518;5182;51821;518210;516;5162;51621,Software,Networking Software,Software;Business Services,Networking Software;Custom Software & IT Services,software,software.network,763641,Public,B2B,Yes,21-Aug-23,199949,33955,Share Placement,8-Apr-20,,Digital Realty Trust,Fortitude Valley,Queensland,4006,Australia,11,
Y,49057090,1850,1203418,$1 bil. - $5 bil.,28882,12034,28882,8543,5993,Employees.5000to9999,0,0,9111,911,91;911;9111,921110,92111,92;921;9211;92111;921110,Government,Local,Government,Local,government,government.local,202928,Private,B2B,Yes,6-Jul-20,0,0,,,,,Kansas City,Missouri,64106,United States,18,
Y,39881452,1992,378648,$250 mil. - $500 mil.,18932,3786,10980,1278,790,Employees.500to999,6.2,-7.9,1389,1311,13;138;1389;131;1311,213112,211120,21;213;2131;21311;213112;211;2111;21112;211120,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas;Oil & Gas Exploration & Services",energy,energy.energy,7647480,Private,B2B,Yes,18-Sep-23,5000,5000,Debt,13-Apr-20,PPP,PPP,Houston,Texas,77002,United States,15,
Y,158711821,2003,87952,$50 mil. - $100 mil.,7124,1319,3254,505,238,Employees.100to249,22.1,26.6,7389,7379,73;737;7374;7376;738;7389;7379,541513,518210,54;541;5415;54151;541513;51;518;5182;51821;518210,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.internet,1595513,Private,B2B,Yes,21-Sep-23,4000,2000,Debt,25-Feb-21,PPP,PPP;PPP,Redwood City,California,94063,United States,18,
Y,84051036,1951,29853,$25 mil. - $50 mil.,2418,447,1104,309,140,Employees.100to249,4.5,3.7,4813,4812,48;481;4813;4812,517312,517112,51;517;5171;51711;517111;517112;5173;51731;517312,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,1203539,Private,B2B,Yes,29-Jun-23,1000,1000,Debt,12-Apr-20,PPP,Francisco Partners;PPP,Lenora,Kansas,67645,United States,66,
Y,353406915,2006,54839,$50 mil. - $100 mil.,7183,548,1919,480,225,Employees.100to249,0.9,13.1,7389,7379,73;737;7379;48;489;4899;738;7389;7376;7375;7374,541519,541513,51;518;5182;51821;518210;517;5178;51781;517810;54;541;5415;54151;541519;541513,Business Services,Custom Software & IT Services,Business Services;Telecommunications,"Custom Software & IT Services;Internet Service Providers, Website Hosting & Internet-related Services",bizservice,bizservice.techconsulting,4399449,Private,B2B,Yes,17-Feb-23,0,0,,,,,Douglas,Douglas,IM2 1AL,Isle of Man,5,
Y,124076072,1947,356753,$250 mil. - $500 mil.,43523,3567,7135,940,499,Employees.250to499,0,0,5065,5063,50;506;5065;5063,423690,423610,42;423;4236;42361;423610;42369;423690,Retail,Consumer Electronics & Computers Retail,Retail,Consumer Electronics & Computers Retail,retail,retail.computer,13493194,Private,B2C,Yes,17-Nov-21,0,0,,,,,Houston,Texas,77004,United States,30,
Y,18434936,2002,10000,$10 mil. - $25 mil.,1310,100,350,494,232,Employees.100to249,-7.9,-8.3,7389,7379,73;738;7389;737;7379,541512,54151,54;541;5415;54151;541512,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,953347,Private,B2B,Yes,16-Jun-22,0,0,Private Equity,1-Nov-16,Strattam Capital,Strattam Capital,St. Louis,Missouri,63101,United States,13,
Y,178422500,1906,93576,$50 mil. - $100 mil.,7298,701,5053,573,274,Employees.250to499,0.7,6.6,6141,6035,60;602;6022;61;614;6141;603;6035,522291,522180,52;522;5221;52218;522180;52211;522110;5222;52229;522291,Finance,Banking,Finance,Banking,finance,finance.banking,389035,Private,B2B,Yes,11-Sep-23,50270,30000,Debt,16-Sep-15,,,Lemay,Missouri,63125,United States,24,
Y,75532567,2003,34314,$25 mil. - $50 mil.,4495,343,1269,788,314,Employees.250to499,0,0,7371,737,73;737;7371,541511,54151,54;541;5415;54151;541511,Software,Storage & System Management Software,Software,Storage & System Management Software,software,software.storage,3770569,Private,B2B,Yes,10-Feb-23,16000,15000,Stock Issuance/Offering,7-Sep-21,,PPP,West Perth,Western Australia,6005,Australia,5,
Y,353618990,1998,46752,$25 mil. - $50 mil.,3786,701,1729,567,271,Employees.250to499,6.3,5.9,4899,4822,48;482;4822;481;4813;489;4899,517919,517810,51;517;5178;51781;517810;5171;51711;517111;5179;51791;517919,Telecommunications,Telephony & Wireless,Telecommunications,Telephony & Wireless,telecom,telecom.telephone,3085206,Private,B2C,Yes,11-Nov-22,272500,0,Private Equity,7-Jul-16,Ridgemont Equity Partners;Cox Communications,SunTrust Robinson;RBC Capital Markets;Ridgemont Equity Partners;Cox Communications,Kansas City,Missouri,64153,United States,17,Yes
Y,346379643,2001,30557,$25 mil. - $50 mil.,2475,458,1130,265,119,Employees.100to249,16.7,15.5,4812,481,48;481;4812,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,2418469,Private,B2B,Yes,20-Sep-23,0,0,,,,,Katy,Texas,77494,United States,6,
Y,345067056,1971,73630,$50 mil. - $100 mil.,4417,736,2503,1733,986,Employees.500to999,-0.3,1.1,8211,821,82;821;8211,611110,61111,61;611;6111;61111;611110,Education,,Education,K-12 Schools,education,,471880,Private,,Yes,11-Feb-22,0,0,,,,,Schnecksville,Pennsylvania,18078,United States,10,
Y,56495174,1994,38659,$25 mil. - $50 mil.,3131,579,1430,225,100,Employees.100to249,0,0,7389,7379,48;481;4813;489;4899;73;737;7375;738;7389;7379,518210,517810,51;517;5171;51711;517112;5178;51781;517810;518;5182;51821;518210;5173;51731;517311,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.internet,49662,Private,B2B,Yes,6-Sep-23,1000,1000,Debt,27-Apr-20,PPP,PPP,Fremont,California,94539,United States,7,
Y,353615041,2002,48275,$25 mil. - $50 mil.,3910,724,1786,282,127,Employees.100to249,154,209.8,7389,7371,48;489;4899;73;738;7389;737;7371,541511,518210,51;517;5178;51781;517810;518;5182;51821;518210;54;541;5415;54151;541511,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.internet,10070394,Private,B2B,Yes,31-Mar-23,0,0,,,,,New York City,New York,10004,United States,11,
Y,51677358,1996,100000,$100 mil. - $250 mil.,6000,1000,2500,351,160,Employees.100to249,8.1,12.7,4731,4225,42;422;4225;47;473;4731,493110,488510,48;488;4885;48851;488510;49;493;4931;49311;493110,Transportation,Freight & Logistics Services,Transportation,Freight & Logistics Services,transportation,transportation.freight,5134710,Private,B2B,Yes,17-Oct-22,2000,2000,Debt,7-Apr-20,PPP,PPP,Deer Park,Texas,77536,United States,29,
Y,137150662,1935,59963,$50 mil. - $100 mil.,4677,449,3238,359,164,Employees.100to249,16.3,24.2,6061,606,60;606;6061,522130,52213,52;522;5221;52213;522130,Finance,,Finance,Banking,finance,,289644,Private,B2B,Yes,22-Aug-23,0,0,,,,,Alexandria,Virginia,22314,United States,7,
Y,12289902,2001,36955,$25 mil. - $50 mil.,2993,554,1367,225,100,Employees.100to249,1,16.3,4812,481,48;481;4812,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,1593054,Private,B2B,Yes,8-Apr-23,0,0,,,,,Macon,Missouri,63552,United States,16,
Y,71960561,1984,518,"$500,000 - $1 mil.",41,7,19,547,260,Employees.250to499,9.2,6.6,7379,4899,73;737;7379;48;489;4899,518210,517911,51;518;5182;51821;518210;517;5171;51711;517112;51712;517121;5179;51791;517911,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.internet,5408016,Private,B2B,Yes,17-Sep-23,100000,100000,Debt,20-May-22,Astra Capital Management;O’Connor Capital Solutions,Astra Capital Management;O’Connor Capital Solutions,Houston,Texas,77092,United States,23,
Y,480774295,,748929,$500 mil. - $1 bil.,26212,7489,26212,6797,4768,Employees.1000to4999,-26.5,78.6,9221,922,92;922;9221,922120,92212,92;922;9221;92212;922120,Government,Local,Government,Local;State,government,government.local,,Private,B2B,Yes,2-Mar-20,0,0,,,,,League City,Texas,77573,United States,2,
Y,50761430,1910,86104,$50 mil. - $100 mil.,6974,1291,3185,496,233,Employees.100to249,0,0,4899,4841,48;481;4813;484;4841;489;4899,517919,517810,51;517;5171;51712;517121;51711;517111;5178;51781;517810;517112;5179;51791;517919,Telecommunications,Cable & Satellite,Telecommunications,"Cable & Satellite;Internet Service Providers, Website Hosting & Internet-related Services;Telephony & Wireless",telecom,telecom.cable,2116058,Private,B2B,Yes,6-Jun-23,0,0,Private Equity,18-Oct-18,Grain Management,Grain Management,Blair,Nebraska,68008,United States,5,
Y,39307481,1973,37030,$25 mil. - $50 mil.,4850,370,1296,330,150,Employees.100to249,23,23,8748,7389,87;874;8748;73;737;7379;57;573;5734;7374;738;7389,541618,541519,54;541;5416;54161;541618;5415;54151;541519;51;518;5182;51821;518210,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,12671262,Private,B2B,Yes,19-Sep-23,1000,1000,Debt,8-Apr-20,PPP,PPP,Overland Park,Kansas,66213,United States,30,
Y,27755030,1994,64692,$50 mil. - $100 mil.,5045,485,3493,567,271,Employees.250to499,9.3,24.3,6282,628,62;628;6282,525910,523940,52;525;5259;52591;525910;523;5239;52394;523940;52393;523930,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications;Finance,"Internet Service Providers, Website Hosting & Internet-related Services;Investment Banking",telecom,telecom.internet,5929239,Private,B2B,Yes,10-Aug-23,0,0,,,,,St. Louis,Missouri,63105,United States,4,
Y,123339544,1906,89534,$50 mil. - $100 mil.,7252,1343,3312,790,400,Employees.250to499,4.2,13,4841,4813,48;484;4841;481;4813,517311,517121,51;517;5171;51711;517111;51712;517121;5173;51731;517311,Telecommunications,Telephony & Wireless,Telecommunications;Media & Internet,Telephony & Wireless,telecom,telecom.telephone,870216,Private,B2B,Yes,26-Jul-23,379000,335000,Debt,4-Oct-22,Fifth Third Bank,Fifth Third Bank;Arkansas Rural Connect (ARC) Broadband Program,Jonesboro,Arkansas,72401,United States,26,
Y,358638504,2010,55432,$50 mil. - $100 mil.,4489,831,2050,330,150,Employees.100to249,-1.3,-1.3,7389,7379,73;737;7379;738;7389;7374;48;489;4899;7375,518210,517919,51;517;5178;51781;517810;5171;51711;517112;517111;518;5182;51821;518210;5179;51791;517919,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.internet,8943479,Private,B2B,Yes,31-Mar-23,1000,1000,Debt,5-Apr-20,PPP,PPP,Houston,Texas,77036,United States,1,
Y,80200427,2002,17819,$10 mil. - $25 mil.,1389,133,962,2557,1794,Employees.1000to4999,0,-3.5,6163,616,61;616;6163,522310,522292,52;522;5222;52229;522292;5223;52231;522310,Finance,Lending & Brokerage,Finance,Lending & Brokerage,finance,finance.brokerage,11197109,Private,B2B,Yes,24-Feb-23,0,0,,,,,Columbia,Missouri,65203,United States,5,
Y,57134512,2003,22300,$10 mil. - $25 mil.,2876,223,624,528,250,Employees.250to499,-2,-2,7374,737,73;737;7374,518210,51821,51;518;5182;51821;518210,Software,Storage & System Management Software,Software;Business Services,Storage & System Management Software;Custom Software & IT Services;Networking Software,software,software.storage,29062,Private,B2B,Yes,9-Sep-23,2000,2000,Debt,7-Apr-20,PPP,PPP,Philadelphia,Pennsylvania,19106,United States,3,
Y,368572921,2015,24156,$10 mil. - $25 mil.,2777,241,1135,257,115,Employees.100to249,69.1,125.5,7389,7379,73;737;7379;738;7389;7374,518210,51821,51;518;5182;51821;518210,Software,Customer Relationship Management (CRM) Software,Software,Customer Relationship Management (CRM) Software,software,software.crm,3507112,Private,B2B,Yes,1-Jun-23,0,0,,,,,New York City,New York,10019,United States,10,
Y,52598232,2005,27307,$25 mil. - $50 mil.,3577,273,1010,289,130,Employees.100to249,0,16.1,7389,7379,73;737;7379;7372;7374;738;7389,541512,518210,51;518;5182;51821;518210;54;541;5415;54151;541512;513;5132;51321;513210,Software,Business Intelligence (BI) Software,Software;Business Services,Business Intelligence (BI) Software;Custom Software & IT Services,software,software.bi,1478,Private,B2B,Yes,22-Sep-23,2889,1889,Debt,31-Mar-21,PPP,PPP;PPP,Houston,Texas,77046,United States,5,Yes
Y,14435162,1998,60228,$50 mil. - $100 mil.,4878,903,2228,274,123,Employees.100to249,0,0,7389,7379,73;737;7374;738;7389;7376;7379;48;481;4813,541519,541513,54;541;5415;54151;541519;541513;51;518;5182;51821;518210;517;5171;51711;517111;5173;51731;517311,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications;Business Services;Software,"Internet Service Providers, Website Hosting & Internet-related Services;Custom Software & IT Services;Networking Software",telecom,telecom.internet,4786636,Private,B2B,Yes,7-Aug-23,2000,2000,Debt,10-Apr-20,PPP,PPP,Akron,Ohio,44333,United States,17,
Y,26169314,1945,102064,$100 mil. - $250 mil.,8063,1020,4797,1075,600,Employees.500to999,19.5,14.5,8111,7389,81;811;8111;73;738;7389,541199,541110,54;541;5411;54111;541110;54119;541199,Law Firms & Legal Services,,Law Firms & Legal Services,,legal,,1583797,Private,B2B,Yes,21-Jun-22,345,195,Debt,14-Feb-21,PPP,PPP;PPP,Houston,Texas,77002,United States,16,
Y,562821789,,149603,$100 mil. - $250 mil.,12117,2244,5535,17977,10318,Employees.10000plus,0,0,2824,282,28;282;2824,517919,325220,32;325;3252;32522;325220;51;517;5179;51791;517919,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.internet,,Private,B2B,Yes,16-Mar-23,0,0,,,,,Mountain View,California,94043,United States,2,
Y,346556803,1987,97957,$50 mil. - $100 mil.,7640,734,5289,411,190,Employees.100to249,-2.1,-10.8,7374,6153,61;615;6153;73;737;7374,522320,518210,52;522;5223;52232;522320;51;518;5182;51821;518210,Finance,Credit Cards & Transaction Processing,Finance;Software,Credit Cards & Transaction Processing;Financial Software,finance,finance.creditcards,956682,Private,B2B,Yes,25-Jul-23,76000,76000,Private Equity,16-Feb-16,FTV capital,FTV capital,Plano,Texas,75075,United States,3,
Y,115523808,1989,27845,$25 mil. - $50 mil.,3647,278,974,238,106,Employees.100to249,1.9,1,7389,7376,73;737;7376;7374;738;7389,541513,518210,54;541;5415;54151;541513;51;518;5182;51821;518210,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,7304021,Private,B2B,Yes,14-Jun-23,0,0,,,,,Staten Island,New York,10311,United States,4,
Y,31410925,1945,175196,$100 mil. - $250 mil.,13139,1751,3328,1409,855,Employees.500to999,8.8,12.9,4911,491,49;491;4911,221118,22111,22;221;2211;22111;221118,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas",energy,energy.energy,360795,Private,B2B,Yes,30-Jan-23,0,0,,,,,Springfield,Missouri,65801,United States,4,
Y,150766024,1998,80689,$50 mil. - $100 mil.,4841,806,2743,1339,683,Employees.500to999,54.5,28.4,8211,821,82;821;8211,611110,61111,61;611;6111;61111;611110,Education,,Education,K-12 Schools,education,,522028,Private,B2B,Yes,25-May-23,0,0,,,,,Kansas City,Missouri,64153,United States,15,
Y,65783291,1997,23736,$10 mil. - $25 mil.,3109,237,878,253,113,Employees.100to249,0.9,0.9,7379,7378,73;737;7372;7378;7371;7379;7373;47;473;4731,811210,541513,81;811;8112;81121;811210;54;541;5415;54151;541513;541512;51;513;5132;51321;513210;48;488;4885;48851;488510;518;5182;51821;518210,Software,Supply Chain Management (SCM) Software,Software,Supply Chain Management (SCM) Software,software,software.scm,715723,Private,B2B,Yes,29-Aug-23,0,0,,,,,Houston,Texas,77042,United States,6,
Y,363056213,1911,18313,$10 mil. - $25 mil.,1410,183,860,192,85,Employees.50to99,3.7,3.7,8732,873,87;873;8732,541910,54191,54;541;5419;54191;541910,Business Services,,Business Services,Management Consulting;Advertising & Marketing;Research & Development,bizservice,,11867121,Private,B2B,Yes,18-Aug-23,0,0,,,,,Philadelphia,Pennsylvania,19103,United States,3,
Y,346020666,1999,54324,$50 mil. - $100 mil.,4400,814,2009,324,147,Employees.100to249,0,0,4841,4813,48;484;4841;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.internet,8399428,Private,B2B,Yes,16-Jun-22,0,0,,,,,Columbia,Missouri,65203,United States,8,
Y,348311456,1983,212568,$100 mil. - $250 mil.,25933,2125,4251,2470,1733,Employees.1000to4999,0,0,5961,5621,51;513;5137;59;596;5961;519;5199;56;562;5621;5139;5136,458210,458110,45;458;4581;45811;458110;4582;45821;458210;455;4551;45511;455110;42;424;4243;42435;424350;44;448;4481;44812;448120,Retail,Apparel & Accessories Retail,Retail,Apparel & Accessories Retail,retail,retail.clothes,24789,Private,B2B,Yes,19-Apr-23,0,0,,,,,Hanover,Maryland,21076,United States,84,Yes
Y,130089420,2010,21956,$10 mil. - $25 mil.,1778,329,812,192,85,Employees.50to99,0,0,7375,4899,48;489;4899;73;737;7375,517919,517810,51;517;5171;51711;517111;5178;51781;517810;5179;51791;517919,Telecommunications,Telephony & Wireless,Telecommunications,Telephony & Wireless,telecom,telecom.telephone,4500065,Private,B2B,Yes,20-Apr-23,1000,1000,Debt,27-Apr-20,PPP,PPP,Athens,Texas,75751,United States,13,Yes
Y,348467966,2010,190958,$100 mil. - $250 mil.,21960,1909,8975,620,300,Employees.250to499,4.5,0.7,7359,735,73;735;7359,532490,53249,53;532;5324;53249;532490,Retail,"Other Rental Stores (Furniture, A/V, Construction & Industrial Equipment)",Retail,"Other Rental Stores (Furniture, A/V, Construction & Industrial Equipment)",retail,retail.rental,17249855,Private,B2B,Yes,5-May-22,0,0,,,,,Houston,Texas,77013,United States,10,
Y,470677993,2015,32769,$25 mil. - $50 mil.,4292,327,1212,419,156,Employees.100to249,0,0,7372,737,73;737;7372,513210,511210,51;513;5132;51321;513210;511;5112;51121;511210,Software,Content & Collaboration Software,Software,Content & Collaboration Software,software,software.contentcol,102331,Private,B2B,Yes,1-May-23,0,0,,,,,Manhattan Beach,California,90266,United States,5,
