Current_Customer,CompanyID,Founded_Year,Company_HQ_Phone,Fax,Revenue_(in_000s_USD),Revenue_Range_(in_USD),Est_Marketing_Department_Budget_(in_000s_USD),Est_Finance_Department_Budget_(in_000s_USD),Est_IT_Department_Budget_(in_000s_USD),Est_HR_Department_Budget_(in_000s_USD),Employees,Employee_Range,Past_1_Year_Employee_Growth_Rate,Past_2_Year_Employee_Growth_Rate,SIC_Code_1,SIC_Code_2,SIC_Codes,NAICS_Code_1,NAICS_Code_2,NAICS_Codes,Primary_Industry,Primary_Sub-Industry,All_Industries,All_Sub-Industries,Industry_Hierarchical_Category,Secondary_Industry_Hierarchical_Category,Alexa_Rank,Ownership_Type,Business_Model,Certified_Active_Company,Certification_Date,Total_Funding_Amount_(in_000s_USD),Recent_Funding_Amount_(in_000s_USD),Recent_Funding_Round,Recent_Funding_Date,Recent_Investors,All_Investors,Company_City,Company_State,Company_Zip_Code,Company_Country,Number_of_Locations,Company_Is_Acquired
N,398813080,2013,(405) 608-6007,(405) 896-9299,401861,$250 mil. - $500 mil.,20093,4018,11653,2857,1037,Employees.1000to4999,0,0,4925,1389,13;138;1389;49;492;4925,221210,221122,21;213;2131;21311;213112;211;2111;21113;211130;22;221;2211;22112;221122;2212;22121;221210,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas;Oil & Gas Exploration & Services",energy,energy.energy,7746344,Public,B2B,Yes,24-Aug-23,116250,116250,Stock Issuance/Offering,13-Oct-16,,,Oklahoma City,Oklahoma,73134,United States,14,
N,346851134,2014,(303) 476-5000,1 866 446 2446,629240,$500 mil. - $1 bil.,50968,9438,23281,2647,1857,Employees.1000to4999,0,0,4899,489,48;489;4899,517919,517810,51;517;5178;51781;517810;5179;51791;517919,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services;Telephony & Wireless",telecom,telecom.internet,1652620,Private,B2B,Yes,26-Sep-23,29700,10000,Unspecified,19-Apr-10,Carmel Ventures;Columbia Capital;Court Square Ventures,Columbia Capital;Carmel Ventures;Columbia Capital;Court Square Ventures;Carmel Ventures;Columbia Capital;Court Square Ventures,Plano,Texas,75024,United States,30,
N,115540090,1969,(312) 630-1900,(312) 630-1908,5413000,Over $5 bil.,438453,81195,200281,20966,9300,Employees.5000to9999,-1.7,3.4,4841,4822,48;481;4813;4812;482;4822;484;4841,517312,517121,51;517;5171;51711;517112;51712;517121;517111;5173;51731;517312,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services;Cable & Satellite;Telephony & Wireless",telecom,telecom.internet,2176491,Public,B2B,Yes,29-Aug-23,200000,200000,Debt,13-Jan-20,CoBank,CoBank,Chicago,Illinois,60602,United States,9,
N,5784162,1886,(832) 615-8600,(972) 248-5395,2506816,$1 bil. - $5 bil.,125340,25068,72697,3766,1634,Employees.1000to4999,4,4,4923,4613,49;492;4923;46;461;4613,486910,221210,22;221;2212;22121;221210;48;486;4869;48691;486910,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste;Transportation","Electricity, Oil & Gas;Freight & Logistics Services",energy,energy.energy,3127220,Public,B2B,Yes,14-Sep-23,167400,167400,Stock Issuance/Offering,9-Aug-06,Carlyle/Riverstone Global Energy,Carlyle/Riverstone Global Energy,Houston,Texas,77027,United States,25,
N,76890141,2012,(573) 882-4141,(573) 882-4096,947107,$500 mil. - $1 bil.,124071,9471,32201,8299,5822,Employees.5000to9999,0,13.1,8069,8062,80;806;8062;8069,622310,622110,62;622;6221;62211;622110;6223;62231;622310,Hospitals & Physicians Clinics,,Hospitals & Physicians Clinics,Medical & Surgical Hospitals,hospitals,,255962,Private,B2B,Yes,2-Jul-21,0,0,,,,,Columbia,Missouri,65212,United States,26,
N,13370133,1982,(800) 387-2331,(888) 276-9771,1972224,$1 bil. - $5 bil.,153833,14791,106500,9243,4100,Employees.1000to4999,0,0,6211,621,62;621;6211,523150,523110,52;523;5231;52315;523150;52311;523110,Finance,Venture Capital & Private Equity,Finance,Venture Capital & Private Equity;Lending & Brokerage,finance,finance.venturecapital,,Public,B2B,Yes,25-Sep-23,56000,56000,Stock Issuance/Offering,14-Aug-96,,,Arlington,Virginia,22203,United States,41,
N,117654581,1971,(301) 428-5500,+49 611 1844204,499316,$250 mil. - $500 mil.,40444,7489,18474,7127,5000,Employees.5000to9999,0,0,7389,7375,73;737;7374;738;7389;7375;48;482;4822;484;4841;489;4899,518210,517919,51;517;5171;51711;517111;517112;518;5182;51821;518210;5178;51781;517810;5179;51791;517919,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services;Cable & Satellite",telecom,telecom.internet,239551,Private,B2B,Yes,25-Sep-23,0,0,,,,,Germantown,Maryland,20876,United States,28,
N,7438572,1900,(412) 268-2000,(412) 268-8163,1282865,$1 bil. - $5 bil.,76971,12828,43617,10018,6094,Employees.5000to9999,0.3,1.2,8221,822,82;822;8221,611310,61131,61;611;6113;61131;611310,Education,Colleges & Universities,Education,Colleges & Universities,education,education.university,12829,Private,B2B,Yes,10-Aug-23,170000,20000,Grant,30-May-23,U.S. Department of Transportation,U.S. Department of Transportation;Carnegie Mellon University,Pittsburgh,Pennsylvania,15213,United States,13,
N,35226305,1882,(816) 932-2000,(816) 880-3852,1193312,$1 bil. - $5 bil.,156323,11933,40572,18532,13000,Employees.10000plus,21.5,21.5,8093,8069,80;809;8093;803;8031;801;8011;804;8049;806;8069;8062,622310,622110,62;621;6211;62111;621111;6213;62139;621399;622;6221;62211;622110;6223;62231;622310;6214;62149;621498,Hospitals & Physicians Clinics,Medical Specialists,Hospitals & Physicians Clinics,Medical Specialists;Medical & Surgical Hospitals;Physicians Clinics,hospitals,hospitals.specialist,77523,Private,B2B,Yes,17-Apr-23,0,0,,,,,Kansas City,Missouri,64131,United States,125,Yes
N,20070834,1997,(408) 470-1000,(408) 470-1010,3952584,$1 bil. - $5 bil.,517788,39525,134387,58909,22540,Employees.10000plus,0,0,8072,5995,30;308;3089;38;384;3843;80;807;8072;59;599;5995;385;3851,423450,339116,33;339;3391;33911;339114;42;423;4234;42345;423450;339116,Manufacturing,Medical Devices & Equipment,Manufacturing,Medical Devices & Equipment,mfg,mfg.medical,16927,Private,B2B,Yes,13-Sep-23,0,0,,,,,San Jose,California,95134,United States,9,
N,30688072,1994,(800) 345-7669,(310) 981-1570,1629426,$1 bil. - $5 bil.,213454,16294,60288,15681,6000,Employees.5000to9999,0,0,3999,3577,39;399;3999;35;357;3577;3571,339930,334118,33;339;3399;33993;339930;334;3341;33411;334111;334118,Manufacturing,Computer Equipment & Peripherals,Manufacturing,Computer Equipment & Peripherals,mfg,mfg.computers,997,Private,B2B,Yes,14-Feb-22,0,0,,,,,San Mateo,California,94404,United States,9,
N,90112187,1987,(408) 727-1885,(408) 980-0432,744000,$500 mil. - $1 bil.,60264,11160,27528,4330,1921,Employees.1000to4999,-9.9,-11.9,7389,7379,48;489;4899;481;4812;73;737;7379;738;7389;7371;484;4841,541519,541511,51;517;5171;51711;517112;5178;51781;517810;518;5182;51821;518210;54;541;5415;54151;541511;541519;513;5132;51321;513210;5173;51731;517312,Software,Content & Collaboration Software,Software,Content & Collaboration Software,software,software.contentcol,43218,Public,B2B,Yes,21-Jun-22,793800,250000,Debt,4-Aug-22,Francisco Partners,Undisclosed;Francisco Partners;Undisclosed;Undisclosed;Undisclosed;Morgan Stanley & Co.,Campbell,California,95008,United States,12,
N,75679349,2012,,(215) 686-4684,8922000,Over $5 bil.,214128,89220,214128,41183,28889,Employees.10000plus,0,0,9222,9121,92;922;9222;91;912;9121;911;9111,921120,921110,92;921;9211;92111;921110;92112;921120,Government,Local,Government,Local,government,government.local,24131,Private,B2B,Yes,20-Sep-23,0,0,,,,,Philadelphia,Pennsylvania,19102,United States,26,
N,24789263,1855,(517) 355-1855,(517) 432-2744,1714600,$1 bil. - $5 bil.,102876,17146,58296,20908,12000,Employees.10000plus,0,-10,8222,8221,82;822;8221;8222,611310,611210,61;611;6113;61131;611310;6112;61121;611210,Education,Colleges & Universities,Education,Colleges & Universities,education,education.university,7737,Private,B2B,Yes,13-Jul-23,6000,2100,Grant,14-Dec-16,Mott Foundation,U.S. Department of Agriculture;Mott Foundation,East Lansing,Michigan,48824,United States,107,
N,475106466,1910,(262) 293-1500,(262) 373-7497,571223,$500 mil. - $1 bil.,46269,8568,21135,6062,2200,Employees.1000to4999,4.9,4.9,7819,7359,34;342;3429;35;353;3532;78;781;7819;356;3569;354;3542;73;735;7359,532490,333998,33;333;3335;33351;333517;3339;33391;333914;33392;333924;53;532;5324;53249;532490;3331;33313;333131;33399;333998,Manufacturing,Industrial Machinery & Equipment,Manufacturing;Retail,"Industrial Machinery & Equipment;Hand, Power & Lawn-care Tools;Other Rental Stores (Furniture, A/V, Construction & Industrial Equipment);Plastic, Packaging & Containers;Test & Measurement Equipment",mfg,mfg.industrialmachinery,3267489,Public,B2B,Yes,29-Nov-22,600000,600000,Debt,9-Sep-22,PNC,PNC,Menomonee Falls,Wisconsin,53051,United States,9,
N,89817167,2012,(800) 444-4813,(425) 402-9569,391984,$250 mil. - $500 mil.,51349,3919,14503,3563,2500,Employees.1000to4999,11.8,11.8,7389,7379,73;737;7372;7371;738;7389;7379,541511,518210,51;518;5182;51821;518210;54;541;5415;54151;541511;513;5132;51321;513210,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,74190,Private,B2B,Yes,8-Sep-23,0,0,,,,,Denver,Colorado,80202,United States,17,
N,117424265,1969,(855) 220-2592,,868181,$500 mil. - $1 bil.,70322,13022,32122,3563,2500,Employees.1000to4999,0,0,4899,4813,48;481;4812;4813;489;4899,517810,517311,51;517;5171;51711;517111;51712;517121;5178;51781;517810;5173;51731;517311,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services;Telephony & Wireless",telecom,telecom.internet,146548,Private,B2B,Yes,26-Sep-23,0,0,,,,,Madison,Wisconsin,53717,United States,27,
N,566146480,1976,(617) 353-2000,(617) 358-2792,2022448,$1 bil. - $5 bil.,121346,20224,68763,12887,9040,Employees.5000to9999,5.8,-4.9,8221,822,82;822;8221,611310,61131,61;611;6113;61131;611310,Education,Colleges & Universities,Education,Colleges & Universities,education,education.university,12096,Private,B2B,Yes,28-Dec-21,0,0,,,,,Boston,Massachusetts,2215,United States,67,
N,19400553,1984,(833) 251-4642,,4701931,$1 bil. - $5 bil.,352644,47019,89336,3804,2457,Employees.1000to4999,0,0,4939,4931,49;493;4939;4931;491;4911,221122,22112,22;221;2211;22112;221122,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas",energy,energy.energy,1913320,Private,B2B,Yes,16-May-22,750000,750000,Debt,4-Oct-16,,,Houston,Texas,77002,United States,21,
N,8258381,1984,(512) 974-2000,(512) 494-0434,4246064,$1 bil. - $5 bil.,101905,42460,101905,19957,14000,Employees.10000plus,2.8,8.8,9199,919,91;919;9199,921190,92119,92;921;9211;92119;921190,Government,Local,Government,Local,government,government.local,38158,Private,B2B,Yes,9-Aug-23,0,0,,,,,Austin,Texas,78704,United States,47,
N,3637973,2001,(480) 627-1800,(33)1 47 17 22 23,301210,$250 mil. - $500 mil.,39458,3012,10542,3859,1712,Employees.1000to4999,-0.8,-3.5,7389,7379,73;737;7373;7372;7379;7374;738;7389,541519,541512,54;541;5415;54151;541512;541519;51;513;5132;51321;513210;518;5182;51821;518210,Business Services,Custom Software & IT Services,Business Services;Software,Custom Software & IT Services;Engineering Software,bizservice,bizservice.techconsulting,217102,Public,B2B,Yes,4-May-23,0,0,,,,,Scottsdale,Arizona,85254,United States,8,
N,293486699,2006,(913) 685-8900,,510318,$500 mil. - $1 bil.,40315,5103,23984,4276,3000,Employees.1000to4999,29.1,0,7389,738,73;738;7389,541199,54119,54;541;5411;54119;541199,Law Firms & Legal Services,,Law Firms & Legal Services,,legal,,2262914,Private,B2B,Yes,21-Sep-23,82734,60000,Debt,20-Nov-14,Silicon Valley Bank,Canaan Partners;Canaan Partners;Helion Venture Partners;Steamboat Ventures;Canaan Partners;Helion Venture Partners;Steamboat Ventures;Silicon Valley Bank,Overland Park,Kansas,66211,United States,17,
N,152011117,2005,(512) 346-2000,(512) 346-2033,504124,$500 mil. - $1 bil.,66040,5041,18652,3421,2400,Employees.1000to4999,0,0,7379,7376,73;737;7376;7374;7379;7373;7372;7371,541519,541513,51;518;5182;51821;518210;54;541;5415;54151;541519;541513;513;5132;51321;513210;541511,Software,Security Software,Software,Security Software,software,software.security,78106,Private,B2B,Yes,22-Aug-23,7166567,6900000,Private Equity,11-Apr-22,Thoma Bravo,Austin Ventures;Lightspeed Ventures;Silverton Partners;Austin Ventures;Lightspeed Venture Partners;Origin Partners;Silverton Partners;Thoma Bravo;Austin Ventures;Lightspeed Venture Partners;Silverton Partners;Thoma Bravo;Thoma Bravo;Austin Ventures;Lightspeed Venture Partners;Origin Partners;Silverton Partners,Austin,Texas,78726,United States,7,
N,346776634,2009,(844) 800-3889,,371000,$250 mil. - $500 mil.,48601,3710,13727,2476,1000,Employees.1000to4999,0.1,0,7389,7379,73;737;7373;7371;7379;738;7389;7374,541519,541512,54;541;5415;54151;541511;541512;541519;51;518;5182;51821;518210,Software,Engineering Software,Software;Business Services,Engineering Software;Custom Software & IT Services,software,software.eng,29220,Public,B2B,Yes,28-Aug-23,297500,213900,Stock Issuance/Offering,15-Apr-19,,Harrison Metal;Andreessen Horowitz;Jesse Robbins;Baseline Ventures;SV Angel;Tandem Capital;Harrison Metal;Y Combinator;Benjamin Ling;Lumia Capital;Accel;Harrison Metal;Andreessen Horowitz;Bessemer Venture Partners;Baseline Ventures;Baseline Metal;Andreessen Horowitz;Bessemer Venture Partners,San Francisco,California,94103,United States,11,
N,343864934,1988,(800) 374-4353,(847) 619-0788,333423,$250 mil. - $500 mil.,43678,3334,12336,1853,1300,Employees.1000to4999,0,0,7389,7379,73;737;7371;7372;738;7389;7379,541519,541511,54;541;5415;54151;541511;51;513;5132;51321;513210;541519;518;5182;51821;518210,Business Services,Custom Software & IT Services,Business Services;Software,Custom Software & IT Services;Storage & System Management Software,bizservice,bizservice.techconsulting,198522,Private,B2B,Yes,18-Sep-23,0,0,Private Equity,18-Dec-17,TA Associates,TA Associates,Itasca,Illinois,60143,United States,15,
N,398985742,1980,(913) 307-1000,(913) 307-1111,327080,$250 mil. - $500 mil.,42847,3270,12101,1894,1329,Employees.1000to4999,0,0,7389,7379,73;737;7372;7373;7374;7379;738;7389,541519,541512,54;541;5415;54151;541519;51;518;5182;51821;518210;541512;513;5132;51321;513210,Software,Healthcare Software,Software,Healthcare Software,software,software.health,54450,Private,B2B,Yes,29-Sep-23,885000,400000,Debt,22-Aug-22,Apollo Global Management,TPG Capital;Leonard Green & Partners;Apollo Global Management;BMO Capital Markets;Deutsche Bank,Overland Park,Kansas,66210,United States,19,
N,49760623,1995,(206) 925-5000,(206) 925-5623,931274,$500 mil. - $1 bil.,121065,9312,49357,3832,1700,Employees.1000to4999,1.9,1.9,8999,7374,27;274;2741;89;899;8999;73;737;7374,519130,518210,51;513;5131;51319;513199;518;5182;51821;518210;519;5191;51913;519130,Media & Internet,Data Collection & Internet Portals,Media & Internet,Data Collection & Internet Portals,media,media.data,3237,Public,B2B,Yes,17-Aug-23,600000,500000,Private Equity,21-Feb-19,Koch Equity Development;The Getty Family,Koch Equity Development;The Getty Family;Koch Equity Development,Seattle,Washington,98104,United States,6,
N,29180043,1965,(775) 356-9029,(775) 356-9039,734159,$500 mil. - $1 bil.,84428,7341,34505,3336,1480,Employees.1000to4999,-12.5,-12.5,4911,491,49;491;4911,221118,221116,22;221;2211;22111;221118;221116,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas",energy,energy.energy,1247814,Public,B2B,Yes,13-Sep-23,2483600,100000,Debt,27-Mar-18,Migdal Group,Undisclosed;Undisclosed;Migdal Group;Undisclosed;Lehman Brothers Inc.;Lehman Brothers Inc.;Undisclosed;MEAG;Undisclosed;Undisclosed;ORIX Corporation;Undisclosed;John Hancock Life Insurance Company;Undisclosed;ARRA,Reno,Nevada,89519,United States,7,
N,98207942,2002,(630) 505-3800,(630) 577-1332,255931,$250 mil. - $500 mil.,20730,3838,9469,850,438,Employees.250to499,0,-2.7,4812,481,48;481;4812,517312,517112,51;517;5171;51711;517112;5173;51731;517312,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite,telecom,telecom.cable,21103572,Private,B2B,Yes,14-Jul-23,1693621,0,Private Equity,10-May-21,Manulife Investment Management,SSP Offshore LLC;SBA Communications Corporation;Columbia Capital;Soros Fund Management;Sevin Rosen Funds;Palomar Ventures;Centennial Ventures;CenterPoint Venture Partners;Manulife Investment Management;Stonepeak Infrastructure Partners;Digital Bridge;Columbia Capital;Sevin Rosen Funds;Palomar Ventures;Centennial Ventures Inc.;Centerpoint Ventures,Lisle,Illinois,60532,United States,11,
N,126812435,2012,(650) 933-1000,,1575387,$1 bil. - $5 bil.,206375,15753,58289,10691,7500,Employees.5000to9999,0,0,7389,7379,73;737;7379;7371;7372;738;7389;7374,541519,541511,54;541;5415;54151;541519;541511;51;518;5182;51821;518210;513;5132;51321;513210,Software,Storage & System Management Software,Software,Storage & System Management Software,software,software.storage,88091,Private,B2B,Yes,31-Aug-23,7400000,7400000,Private Equity,29-Jan-16,The Carlyle Group,The Carlyle Group,Santa Clara,California,95054,United States,33,
N,355769145,2008,(415) 525-3888,,508930,$500 mil. - $1 bil.,66669,5089,18830,3755,1666,Employees.1000to4999,0,0,7389,7379,73;737;7371;7379;7372;738;7389,541519,541511,54;541;5415;54151;541511;51;518;5182;51821;518210;513;5132;51321;513210;541519,Software,Content & Collaboration Software,Software,Content & Collaboration Software,software,software.contentcol,1101,Public,B2B,Yes,30-Aug-23,563200,150000,Debt,14-Nov-22,Silicon Valley Bridge Bank,Founders Fund;Sam Altman;Dustin Moskovitz;Al Gore;8VC;Founders Fund;Benchmark Capital;Peter Thiel;Andreessen Horowitz;Founders Fund;Benchmark Capital;Lead Edge;World Innovation Lab;Generation Investment Management;8VC;Sam Altman;Founders Fund;Aditya Agarwal;Ruchi Sanghvi;Tony Hsieh;Mark Zuckerberg;8VC;Justin Rosenstein;Adam D’Angelo;Traveon Rogers;Roger McNamee;Dustin Moskovitz;VTF Capital;Eric Ries;Andrew Mason;Priscilla Chan;Undisclosed;Benchmark Capital;Andreessen-Horowitz;Matt Cohler;David Jeske;Jed Stremel;Aditya Agarwal;Ruchi Sanghvi;Peter Thiel;Marc Andreessen;Owen Van Natta;Ronald Conway;Joe Green;Mitchell Kapor;Silicon Valley Bridge Bank,San Francisco,California,94107,United States,6,
N,65028294,1989,(832) 668-2300,(61)3919 6880,292473,$250 mil. - $500 mil.,23690,4387,10821,1710,1200,Employees.1000to4999,7.9,15.9,7379,7376,48;489;4899;73;737;7374;7379;7376,541519,541513,51;517;5174;51741;517410;54;541;5415;54151;541513;518;5182;51821;518210;541519,Telecommunications,Cable & Satellite,Telecommunications;Business Services,Cable & Satellite,telecom,telecom.cable,1461364,Private,B2B,Yes,11-Sep-23,959838,350000,Debt,28-Feb-22,PSP Investments Credit USA,"TA Associates;Centerbridge Partners, L.P.;PSP Investments Credit USA",Chantilly,Virginia,20151,United States,10,
N,41851125,1957,(713) 777-4441,,1605009,$1 bil. - $5 bil.,125190,12037,86670,12714,7500,Employees.5000to9999,37,60.6,8748,8721,73;738;7389;87;874;8748;872;8721,561422,561421,56;561;5614;56142;561421;54;541;5412;54121;541219;5416;54161;541618;561422,Business Services,Accounting Services,Business Services,Accounting Services;Call Centers & Business Centers;Management Consulting,bizservice,bizservice.accounting,769470,Private,B2B,Yes,11-Oct-22,0,0,,,,,Houston,Texas,77081,United States,27,
N,50843163,1995,(773) 527-3600,(773) 399-6313,375285,$250 mil. - $500 mil.,28896,3752,17638,3322,1907,Employees.1000to4999,0.6,-0.9,7372,7361,73;737;7372;736;7361,561311,541612,51;516;5162;51621;54;541;5416;54161;541612;56;561;5613;56131;561311,Software,Human Resources Software,Software,Human Resources Software,software,software.hr,9450,Private,B2B,Yes,3-Sep-23,0,0,,,,,Chicago,Illinois,60601,United States,22,
N,10473931,2015,(281) 836-8000,,845568,$500 mil. - $1 bil.,42278,8455,24521,3004,1100,Employees.1000to4999,14.8,12.4,4619,1629,13;138;1389;16;162;1629;46;461;4619,811310,541620,21;213;2131;21311;213112;81;811;8113;81131;811310;23;237;2371;23712;237120;54;541;5416;54162;541620;236;2362;23621;236210,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste;Business Services","Electricity, Oil & Gas;Management Consulting",energy,energy.energy,4268426,Public,B2B,Yes,14-Jul-23,15000,10000,Series B,15-May-07,Intel Capital;Shasta Ventures;New Enterprise Associates,Intel Capital;Shasta Ventures;New Enterprise Associates;Intel Capital;Shasta Ventures;New Enterprise Associates,Houston,Texas,77024,United States,15,
N,559692221,,(800) 435-4000,,2804618,$1 bil. - $5 bil.,218760,21034,151449,50322,35300,Employees.10000plus,0,0,6211,621,62;621;6211,523150,523120,52;523;5231;52315;523150;52312;523120,Finance,Investment Banking,Finance,Investment Banking,finance,finance.investment,10836915,Private,B2B,Yes,23-Jun-20,0,0,,,,,Westlake,Texas,76262,United States,2,
N,94765130,1986,(800) 299-2800,(817) 870-1671,5859335,Over $5 bil.,292966,58593,169920,6700,4700,Employees.1000to4999,2.3,-0.2,4911,2819,13;132;1321;138;1382;28;281;2819;1389;2813;49;491;4911,325120,221111,21;213;2131;21311;213111;211;2111;21112;211120;21113;211130;213112;22;221;2211;22111;221111;32;325;3251;32512;325120,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,energy,energy.services,1832439,Private,B2B,Yes,24-Aug-23,148600,148600,Stock Issuance/Offering,5-May-93,,,Spring,Texas,77389,United States,13,
N,81264919,2000,(214) 619-4021,,441109,$250 mil. - $500 mil.,33965,4411,20732,3658,2100,Employees.1000to4999,-9.6,-7.7,7374,737,73;737;7374,518210,51821,51;518;5182;51821;518210,Media & Internet,Data Collection & Internet Portals,Media & Internet,Data Collection & Internet Portals,media,media.data,1495270,Private,B2B,Yes,22-Aug-23,0,0,,,,,Mumbai,Maharashtra,400064,India,14,
N,37050687,1994,(866) 587-2287,,584946,$500 mil. - $1 bil.,76627,5849,20473,3421,2400,Employees.1000to4999,0,0,7389,7379,73;737;7374;738;7389;7379;7371;7373,541519,541512,51;518;5182;51821;518210;54;541;5415;54151;541519;541511;541512,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,1100337,Private,B2B,Yes,25-Sep-23,0,0,,,,,Cincinnati,Ohio,45202,United States,9,
N,346910642,2011,(888) 799-2553,,795701,$500 mil. - $1 bil.,97075,7957,15914,1519,952,Employees.500to999,24,94.3,7379,5912,59;591;5912;73;737;7379,541519,456110,45;456;4561;45611;456110;54;541;5415;54151;541519;44;446;4461;44611;446110,Software,Healthcare Software,Software,Healthcare Software,software,software.health,2670,Private,B2B,Yes,20-Sep-23,2241000,1100000,Stock Issuance/Offering,23-Sep-20,,Francisco Partners;Spectrum Equity;Silver Lake;SV Angel;Lerer Ventures;Highland Capital Partners,Santa Monica,California,90404,United States,3,
N,347966955,2003,(212) 213-1900,(310) 846-4874,251266,$250 mil. - $500 mil.,32413,2512,7035,1603,1125,Employees.1000to4999,0.9,6.1,2741,274,27;274;2741,513199,513120,51;513;5131;51319;513199;51312;513120;511;5111;51119;511199,Media & Internet,Publishing,Media & Internet,Publishing,media,media.publishing,268175,Private,B2B,Yes,6-Jun-23,0,0,,,,,New York City,New York,10017,United States,19,
N,19499074,1981,(937) 264-4060,,1632881,$1 bil. - $5 bil.,97972,16328,40822,7127,5000,Employees.5000to9999,-3.2,-3.3,4213,421,42;421;4213,484122,484121,48;484;4841;48412;484121;484122,Transportation,Freight & Logistics Services,Transportation,Freight & Logistics Services,transportation,transportation.freight,492110,Private,B2B,Yes,1-Sep-23,0,0,,,,,Dayton,Ohio,45414,United States,21,
N,9765688,1925,(866) 268-6879,,4000000,$1 bil. - $5 bil.,312000,30000,164000,4276,3000,Employees.1000to4999,0,0,6411,6282,62;621;6211;64;641;6411;628;6282,524210,524128,52;523;5239;52394;523940;524;5242;52421;524210;5231;52315;523150;5241;52412;524128,Insurance,,Insurance;Finance,Investment Banking;Lending & Brokerage,insurance,,156074,Private,B2B,Yes,21-Sep-23,0,0,,,,,Bloomington,Illinois,61701,United States,21,
N,71830315,2006,(855) 813-3385,(208) 429-6852,415205,$250 mil. - $500 mil.,54391,4152,15362,3397,1300,Employees.1000to4999,2,-5.2,7389,4899,73;738;7389;48;481;4812;36;366;3661;489;4899,518210,517810,51;518;5182;51821;518210;517;5171;51711;517112;33;334;3342;33421;334210;5178;51781;517810,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications;Manufacturing,"Internet Service Providers, Website Hosting & Internet-related Services;Telecommunication Equipment",telecom,telecom.internet,447206,Private,B2B,Yes,10-Sep-23,147783,5000,Debt,12-Apr-20,PPP,PPP;Mercato Partners;The CAPROCK Group;Delta-v Capital;Sorenson Capital Partners;Trinity Capital Investment;Technology Crossover Ventures;Undisclosed,Boise,Idaho,83702,United States,13,
N,18387187,2005,(713) 479-8000,,1432000,$1 bil. - $5 bil.,71600,14320,41528,1732,1215,Employees.1000to4999,0.4,0.4,4923,4922,49;492;4923;4922;46;461;4619,486910,486210,21;211;2111;21112;211120;48;486;4862;48621;486210;4869;48691;486910;23;237;2371;23712;237120;22;221;2212;22121;221210,Transportation,Freight & Logistics Services,Transportation,Freight & Logistics Services,transportation,transportation.freight,7836102,Private,B2B,Yes,29-Aug-23,292500,292500,Stock Issuance/Offering,8-Nov-05,,,Houston,Texas,77046,United States,7,
N,31605714,1955,(402) 829-6800,(402) 829-6834,770743,$500 mil. - $1 bil.,62430,11561,28517,2845,1262,Employees.1000to4999,0,0,3599,3559,35;359;3599;352;3523;31;21;33;355;3559,621330,333111,33;332;3327;33271;332710;3322;33221;332216;3323;33232;332323;62;621;6213;62133;621330;333;3331;33311;333111,Manufacturing,Industrial Machinery & Equipment,Manufacturing,Industrial Machinery & Equipment,mfg,mfg.industrialmachinery,958259,Public,B2B,Yes,20-Sep-23,0,0,,,,,Omaha,Nebraska,68022,United States,6,
N,347743,1912,(703) 276-0100,(719) 636-5078,430577,$250 mil. - $500 mil.,56405,4305,15931,5451,3824,Employees.1000to4999,0,0,8611,7389,73;737;7374;738;7389;27;274;2741;86;861;8611,813910,518210,51;518;5182;51821;518210;81;813;8139;81391;813910;513;5131;51319;513199,Organizations,Non-Profit & Charitable Organizations,Organizations;Media & Internet,Non-Profit & Charitable Organizations;Data Collection & Internet Portals,orgs,orgs.charitable,4739,Private,B2B,Yes,16-Aug-23,0,0,,,,,Arlington,Virginia,22203,United States,45,
N,129761346,1952,(847) 934-5700,,1010680,$1 bil. - $5 bil.,81865,15160,37395,5717,2536,Employees.1000to4999,0.2,-2,3631,363,36;363;3631,335220,33522,33;335;3352;33522;335220,Manufacturing,Appliances,Manufacturing,Appliances,mfg,mfg.appliances,24447,Public,B2B,Yes,15-Sep-23,2261200,61200,Debt,16-Nov-22,BDT Capital Partners,BofA Securities;BDT Capital Partners;BofA Securities,Palatine,Illinois,60067,United States,9,
